,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block,Block Name,Block ID,Version Added,Order Added,Creative Only,OP Only,Commands Only,Renewable,Infinitely Automatically Farmable,,Has an Item Form,,Block Entity,Mob Spawnable On,Mob Spawnable Inside,Warden Spawnable On,Spider Spawnable Under,Light Level,Blast Resistance,Hardness,Mining Tool,Mining Level Required,Can Drop Itself,,,Insta-Mineable In Survival,Can be Waterlogged,Gets Flushed,Has Collision,Can Have a Full Block Collision,Has a Mining Hitbox,Can Have a Full Block Mining Hitbox,Can be Immovable,Disappears when Pushed,Transmits Redstone,Launches Minecart,Can Suffocate,Obeys Gravity,Requires Support Block to Place,Requires Support Block to Exist,Flammable,Catches Fire from Lava,Transparent,Filters Sky Light,Beacon can Bypass,Chest Openable Under,Tramples Farmland,Causes Damage,Fall Damage Amplification,Note Block Sound,Opens a GUI,GUI Stores Items,Rotation Availability,Can Change Block State,
,Crimson Shelf,crimson_shelf,1.21.9 25w31a,1117,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,3,2,Axe,0,TRUE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Bass,FALSE,FALSE,4,TRUE,315
,Crimson Sign,crimson_sign,1.16 20w06a,705,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,TRUE,FALSE,16,TRUE,316
,Crimson Wall Sign,crimson_wall_sign,1.16 20w06a,706,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,TRUE,FALSE,4,TRUE,317
,Crimson Hanging Sign,crimson_hanging_sign,1.20 Experimental 22w42a,966,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,TRUE,FALSE,16,TRUE,318
,Crimson Wall Hanging Sign,crimson_wall_hanging_sign,1.20 Experimental 22w42a,967,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Bass,TRUE,FALSE,4,TRUE,319
,Crimson Pressure Plate,crimson_pressure_plate,1.16 20w06a,707,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,0.5,0.5,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,1,TRUE,320
,Crimson Button,crimson_button,1.16 20w06a,708,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,0.5,0.5,Axe,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,12,TRUE,321
,Petrified Oak Slab,petrified_oak_slab,Beta 1.3,101,TRUE,TRUE,TRUE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,322
,Gravel,gravel,Classic 0.0.14a,12,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.6,0.6,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Snare,FALSE,FALSE,1,FALSE,323
,Suspicious Gravel,suspicious_gravel,1.20 23w12a,999,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,TRUE,Yes,No,Yes,FALSE,0,0.25,0.25,Shovel,0,FALSE,FALSE,FALSE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Snare,FALSE,FALSE,1,TRUE,324
,Sand,sand,Classic 0.0.14a,13,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Snare,FALSE,FALSE,1,FALSE,325
,Suspicious Sand,suspicious_sand,1.20 Experimental 23w07a,990,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,TRUE,Yes,No,Yes,FALSE,0,0.25,0.25,Shovel,0,FALSE,FALSE,FALSE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Snare,FALSE,FALSE,1,TRUE,326
,Sandstone,sandstone,Beta 1.2,91,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,327
,Sandstone Slab,sandstone_slab,Beta 1.3,102,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,328
,Sandstone Stairs,sandstone_stairs,1.3.1 12w21a,168,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,329
,Sandstone Wall,sandstone_wall,1.14 18w43a,634,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,330
,Smooth Sandstone,smooth_sandstone,1.13 17w47a,527,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,331
,Smooth Sandstone Slab,smooth_sandstone_slab,1.14 18w43a,635,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,332
,Smooth Sandstone Stairs,smooth_sandstone_stairs,1.14 18w43a,636,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,333
,Cut Sandstone,cut_sandstone,1.5 13w04a,229,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,334
,Cut Sandstone Slab,cut_sandstone_slab,1.14 19w12a,677,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,335
,Chiseled Sandstone,chiseled_sandstone,1.2.4,162,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,336
,Red Sand,red_sand,1.7.2 13w39a,300,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Snare,FALSE,FALSE,1,FALSE,337
,Red Sandstone,red_sandstone,1.8 14w32a,390,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,338
,Red Sandstone Slab,red_sandstone_slab,1.8 14w32a,391,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,339
,Red Sandstone Stairs,red_sandstone_stairs,1.8 14w32a,392,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,340
,Red Sandstone Wall,red_sandstone_wall,1.14 18w43a,637,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,341
,Smooth Red Sandstone,smooth_red_sandstone,1.13 17w47a,528,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,342
,Smooth Red Sandstone Slab,smooth_red_sandstone_slab,1.14 18w43a,638,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,343
,Smooth Red Sandstone Stairs,smooth_red_sandstone_stairs,1.14 18w43a,639,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,344
,Cut Red Sandstone,cut_red_sandstone,1.8 14w32a,393,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,345
,Cut Red Sandstone Slab,cut_red_sandstone_slab,1.14 19w12a,678,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,346
,Chiseled Red Sandstone,chiseled_red_sandstone,1.8 14w32a,394,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,347
,Emerald Ore,emerald_ore,1.3.1 12w21a,169,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,348
,Deepslate Emerald Ore,deepslate_emerald_ore,1.17 21w10a,886,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,349
,Coal Ore,coal_ore,Classic 0.0.14a,14,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,0,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,350
,Deepslate Coal Ore,deepslate_coal_ore,1.17 21w10a,887,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,0,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,351
,Copper Ore,copper_ore,1.17 20w45a,768,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,1,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,352
,Deepslate Copper Ore,deepslate_copper_ore,1.17 21w10a,888,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,1,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,353
,Iron Ore,iron_ore,Classic 0.0.14a,15,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,1,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,354
,Deepslate Iron Ore,deepslate_iron_ore,1.17 21w08a,877,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,1,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,355
,Lapis Lazuli Ore,lapis_ore,Beta 1.2,92,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,1,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,356
,Deepslate Lapis Lazuli Ore,deepslate_lapis_ore,1.17 21w08a,878,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,1,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,357
,Gold Ore,gold_ore,Classic 0.0.14a,16,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,358
,Deepslate Gold Ore,deepslate_gold_ore,1.17 21w08a,879,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,359
,Redstone Ore,redstone_ore,Alpha v1.0.1,69,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0/9,3,3,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,360
,Deepslate Redstone Ore,deepslate_redstone_ore,1.17 21w08a,880,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0/9,3,4.5,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,361
,Diamond Ore,diamond_ore,Indev 0.31 20100128,52,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,362
,Deepslate Diamond Ore,deepslate_diamond_ore,1.17 21w08a,881,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,4.5,Pickaxe,2,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,363
,Nether Quartz Ore,nether_quartz_ore,1.5 13w01a,214,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,0,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,364
,Nether Gold Ore,nether_gold_ore,1.16 20w11a,738,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,3,3,Pickaxe,0,FALSE,FALSE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,365
,Ancient Debris,ancient_debris,1.16 20w06a,709,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,1200,30,Pickaxe,3,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,366
,Block of Emerald,emerald_block,1.3.1 12w22a,171,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,5,Pickaxe,2,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Bit,FALSE,FALSE,1,FALSE,367
